antecedent,consequent,support,confidence,lift
"{'F', 'U', 'A'}","{'D', 'AF', 'AA'}",0.514,0.883,1.07
"{'F', 'AA', 'U', 'A'}","{'D', 'AF'}",0.514,0.947,1.073
"{'F', 'AF', 'U', 'A'}","{'D', 'AA'}",0.514,0.924,1.044
"{'U', 'AF', 'F', 'AA', 'A'}",{'D'},0.514,0.981,1.024
"{'D', 'F', 'U', 'A'}","{'AF', 'AA'}",0.514,0.907,1.069
"{'U', 'F', 'D', 'AA', 'A'}",{'AF'},0.514,0.967,1.06
"{'U', 'AF', 'F', 'D', 'A'}",{'AA'},0.514,0.947,1.034
{'A'},"{'X', 'AF', 'F', 'D', 'AA'}",0.514,0.82,1.045
"{'AA', 'A'}","{'F', 'X', 'AF', 'D'}",0.514,0.89,1.063
"{'AF', 'A'}","{'F', 'X', 'AA', 'D'}",0.514,0.876,1.053
"{'AF', 'AA', 'A'}","{'F', 'X', 'D'}",0.514,0.936,1.044
"{'D', 'A'}","{'F', 'X', 'AF', 'AA'}",0.514,0.847,1.049
"{'D', 'AA', 'A'}","{'F', 'X', 'AF'}",0.514,0.912,1.054
"{'D', 'AF', 'A'}","{'F', 'X', 'AA'}",0.514,0.899,1.043
"{'AF', 'D', 'AA', 'A'}","{'F', 'X'}",0.514,0.955,1.019
"{'F', 'A'}","{'D', 'X', 'AF', 'AA'}",0.514,0.856,1.058
"{'F', 'AA', 'A'}","{'D', 'X', 'AF'}",0.514,0.927,1.073
"{'F', 'AF', 'A'}","{'D', 'X', 'AA'}",0.514,0.907,1.044
"{'AF', 'F', 'AA', 'A'}","{'D', 'X'}",0.514,0.968,1.03
"{'D', 'F', 'A'}","{'X', 'AF', 'AA'}",0.514,0.884,1.064
"{'D', 'F', 'AA', 'A'}","{'X', 'AF'}",0.514,0.951,1.065
"{'D', 'F', 'AF', 'A'}","{'X', 'AA'}",0.514,0.932,1.037
"{'AF', 'F', 'D', 'AA', 'A'}",{'X'},0.514,0.989,1.009
"{'X', 'A'}","{'D', 'F', 'AF', 'AA'}",0.514,0.838,1.052
"{'X', 'AA', 'A'}","{'D', 'F', 'AF'}",0.514,0.907,1.066
"{'X', 'AF', 'A'}","{'D', 'F', 'AA'}",0.514,0.894,1.061
"{'AF', 'X', 'AA', 'A'}","{'D', 'F'}",0.514,0.953,1.047
"{'D', 'X', 'A'}","{'F', 'AF', 'AA'}",0.514,0.864,1.055
"{'D', 'X', 'AA', 'A'}","{'F', 'AF'}",0.514,0.929,1.055
"{'D', 'X', 'AF', 'A'}","{'F', 'AA'}",0.514,0.918,1.05
"{'X', 'AF', 'D', 'AA', 'A'}",{'F'},0.514,0.972,1.021
"{'X', 'F', 'A'}","{'D', 'AF', 'AA'}",0.514,0.869,1.053
"{'X', 'F', 'AA', 'A'}","{'D', 'AF'}",0.514,0.938,1.063
"{'X', 'F', 'AF', 'A'}","{'D', 'AA'}",0.514,0.921,1.041
"{'X', 'AF', 'F', 'AA', 'A'}",{'D'},0.514,0.98,1.023
"{'X', 'D', 'F', 'A'}","{'AF', 'AA'}",0.514,0.897,1.058
"{'X', 'F', 'D', 'AA', 'A'}",{'AF'},0.514,0.961,1.054
"{'X', 'AF', 'F', 'D', 'A'}",{'AA'},0.514,0.946,1.033
{'A'},"{'U', 'X', 'AF', 'D', 'AA'}",0.523,0.835,1.051
"{'AA', 'A'}","{'D', 'X', 'AF', 'U'}",0.523,0.905,1.076
"{'AF', 'A'}","{'D', 'X', 'AA', 'U'}",0.523,0.891,1.058
"{'AF', 'AA', 'A'}","{'D', 'X', 'U'}",0.523,0.952,1.056
"{'D', 'A'}","{'X', 'AF', 'AA', 'U'}",0.523,0.861,1.059
"{'D', 'AA', 'A'}","{'X', 'AF', 'U'}",0.523,0.928,1.071
"{'D', 'AF', 'A'}","{'X', 'AA', 'U'}",0.523,0.915,1.057
"{'AF', 'D', 'AA', 'A'}","{'X', 'U'}",0.523,0.972,1.043
"{'U', 'A'}","{'D', 'X', 'AF', 'AA'}",0.523,0.863,1.066
"{'AA', 'U', 'A'}","{'D', 'X', 'AF'}",0.523,0.926,1.072
"{'AF', 'U', 'A'}","{'D', 'X', 'AA'}",0.523,0.909,1.047
"{'AF', 'AA', 'U', 'A'}","{'D', 'X'}",0.523,0.965,1.028
"{'D', 'U', 'A'}","{'X', 'AF', 'AA'}",0.523,0.885,1.065
"{'D', 'AA', 'U', 'A'}","{'X', 'AF'}",0.523,0.945,1.058
"{'D', 'AF', 'U', 'A'}","{'X', 'AA'}",0.523,0.931,1.036
"{'U', 'AF', 'D', 'AA', 'A'}",{'X'},0.523,0.983,1.003
"{'X', 'A'}","{'D', 'AF', 'AA', 'U'}",0.523,0.852,1.053
"{'X', 'AA', 'A'}","{'D', 'AF', 'U'}",0.523,0.922,1.073
"{'X', 'AF', 'A'}","{'D', 'AA', 'U'}",0.523,0.91,1.061
"{'AF', 'X', 'AA', 'A'}","{'D', 'U'}",0.523,0.969,1.055
"{'D', 'X', 'A'}","{'AF', 'AA', 'U'}",0.523,0.879,1.06
"{'D', 'X', 'AA', 'A'}","{'AF', 'U'}",0.523,0.945,1.067
"{'D', 'X', 'AF', 'A'}","{'AA', 'U'}",0.523,0.934,1.059
"{'X', 'AF', 'D', 'AA', 'A'}",{'U'},0.523,0.989,1.04
"{'X', 'U', 'A'}","{'D', 'AF', 'AA'}",0.523,0.881,1.068
"{'X', 'AA', 'U', 'A'}","{'D', 'AF'}",0.523,0.943,1.069
"{'X', 'AF', 'U', 'A'}","{'D', 'AA'}",0.523,0.928,1.049
"{'U', 'X', 'AF', 'AA', 'A'}",{'D'},0.523,0.982,1.025
"{'D', 'X', 'U', 'A'}","{'AF', 'AA'}",0.523,0.903,1.065
"{'U', 'X', 'D', 'AA', 'A'}",{'AF'},0.523,0.961,1.053
"{'U', 'X', 'AF', 'D', 'A'}",{'AA'},0.523,0.95,1.037
{'A'},"{'U', 'X', 'AF', 'F', 'AA'}",0.518,0.827,1.046
"{'AA', 'A'}","{'F', 'X', 'AF', 'U'}",0.518,0.897,1.067
"{'AF', 'A'}","{'F', 'X', 'AA', 'U'}",0.518,0.883,1.06
"{'AF', 'AA', 'A'}","{'F', 'X', 'U'}",0.518,0.943,1.054
"{'F', 'A'}","{'X', 'AF', 'AA', 'U'}",0.518,0.863,1.061
"{'F', 'AA', 'A'}","{'X', 'AF', 'U'}",0.518,0.934,1.078
"{'F', 'AF', 'A'}","{'X', 'AA', 'U'}",0.518,0.914,1.056
"{'AF', 'F', 'AA', 'A'}","{'X', 'U'}",0.518,0.976,1.047
"{'U', 'A'}","{'F', 'X', 'AF', 'AA'}",0.518,0.855,1.059
"{'AA', 'U', 'A'}","{'F', 'X', 'AF'}",0.518,0.918,1.06
"{'AF', 'U', 'A'}","{'F', 'X', 'AA'}",0.518,0.901,1.045
"{'AF', 'AA', 'U', 'A'}","{'F', 'X'}",0.518,0.957,1.021
"{'F', 'U', 'A'}","{'X', 'AF', 'AA'}",0.518,0.89,1.07
"{'F', 'AA', 'U', 'A'}","{'X', 'AF'}",0.518,0.954,1.069
"{'F', 'AF', 'U', 'A'}","{'X', 'AA'}",0.518,0.931,1.036
"{'U', 'AF', 'F', 'AA', 'A'}",{'X'},0.518,0.989,1.009
"{'X', 'A'}","{'F', 'AF', 'AA', 'U'}",0.518,0.845,1.054
"{'X', 'AA', 'A'}","{'F', 'AF', 'U'}",0.518,0.914,1.069
"{'X', 'AF', 'A'}","{'F', 'AA', 'U'}",0.518,0.902,1.068
"{'AF', 'X', 'AA', 'A'}","{'F', 'U'}",0.518,0.961,1.057
"{'X', 'F', 'A'}","{'AF', 'AA', 'U'}",0.518,0.876,1.056
"{'X', 'F', 'AA', 'A'}","{'AF', 'U'}",0.518,0.945,1.068
"{'X', 'F', 'AF', 'A'}","{'AA', 'U'}",0.518,0.928,1.053
"{'X', 'AF', 'F', 'AA', 'A'}",{'U'},0.518,0.988,1.038
"{'X', 'U', 'A'}","{'F', 'AF', 'AA'}",0.518,0.873,1.066
"{'X', 'AA', 'U', 'A'}","{'F', 'AF'}",0.518,0.934,1.061
"{'X', 'AF', 'U', 'A'}","{'F', 'AA'}",0.518,0.92,1.052
"{'U', 'X', 'AF', 'AA', 'A'}",{'F'},0.518,0.973,1.023
"{'X', 'F', 'U', 'A'}","{'AF', 'AA'}",0.518,0.903,1.064
"{'U', 'X', 'F', 'AA', 'A'}",{'AF'},0.518,0.965,1.058
"{'U', 'X', 'AF', 'F', 'A'}",{'AA'},0.518,0.945,1.032
"{'R', 'AA'}","{'F', 'X', 'U', 'D'}",0.502,0.851,0.985
"{'D', 'R', 'AA'}","{'F', 'X', 'U'}",0.502,0.893,0.998
"{'R', 'F', 'AA'}","{'D', 'X', 'U'}",0.502,0.898,0.996
"{'D', 'F', 'R'}","{'X', 'AA', 'U'}",0.502,0.839,0.969
"{'D', 'R', 'F', 'AA'}","{'X', 'U'}",0.502,0.945,1.014
"{'R', 'AA', 'U'}","{'F', 'X', 'D'}",0.502,0.898,1.002
"{'D', 'R', 'U'}","{'F', 'X', 'AA'}",0.502,0.836,0.97
"{'D', 'R', 'AA', 'U'}","{'F', 'X'}",0.502,0.932,0.995
"{'R', 'F', 'U'}","{'D', 'X', 'AA'}",0.502,0.842,0.97
"{'R', 'F', 'AA', 'U'}","{'D', 'X'}",0.502,0.946,1.007
"{'D', 'F', 'R', 'U'}","{'X', 'AA'}",0.502,0.884,0.983
"{'U', 'R', 'F', 'D', 'AA'}",{'X'},0.502,0.984,1.004
"{'R', 'X', 'AA'}","{'D', 'F', 'U'}",0.502,0.869,0.991
"{'D', 'X', 'R'}","{'F', 'AA', 'U'}",0.502,0.808,0.958
"{'D', 'R', 'AA', 'X'}","{'F', 'U'}",0.502,0.913,1.004
"{'R', 'F', 'X'}","{'D', 'AA', 'U'}",0.502,0.803,0.936
"{'R', 'F', 'AA', 'X'}","{'D', 'U'}",0.502,0.912,0.992
"{'D', 'F', 'R', 'X'}","{'AA', 'U'}",0.502,0.855,0.969
"{'R', 'X', 'F', 'D', 'AA'}",{'U'},0.502,0.961,1.01
"{'R', 'X', 'U'}","{'D', 'F', 'AA'}",0.502,0.818,0.97
"{'R', 'X', 'AA', 'U'}","{'D', 'F'}",0.502,0.917,1.008
"{'D', 'X', 'R', 'U'}","{'F', 'AA'}",0.502,0.856,0.98
"{'U', 'R', 'X', 'D', 'AA'}",{'F'},0.502,0.953,1.001
"{'R', 'F', 'U', 'X'}","{'D', 'AA'}",0.502,0.858,0.97
"{'U', 'R', 'X', 'F', 'AA'}",{'D'},0.502,0.961,1.002
"{'U', 'R', 'X', 'F', 'D'}",{'AA'},0.502,0.901,0.983
"{'R', 'AF'}","{'F', 'X', 'U', 'D'}",0.513,0.862,0.997
"{'D', 'R'}","{'F', 'X', 'AF', 'U'}",0.513,0.807,0.96
"{'D', 'R', 'AF'}","{'F', 'X', 'U'}",0.513,0.903,1.008
"{'R', 'F'}","{'D', 'X', 'AF', 'U'}",0.513,0.806,0.957
"{'R', 'F', 'AF'}","{'D', 'X', 'U'}",0.513,0.899,0.998
"{'D', 'F', 'R'}","{'X', 'AF', 'U'}",0.513,0.857,0.99
"{'D', 'R', 'F', 'AF'}","{'X', 'U'}",0.513,0.943,1.012
"{'R', 'U'}","{'F', 'X', 'AF', 'D'}",0.513,0.816,0.975
"{'R', 'AF', 'U'}","{'F', 'X', 'D'}",0.513,0.902,1.006
"{'D', 'R', 'U'}","{'F', 'X', 'AF'}",0.513,0.855,0.987
"{'D', 'R', 'AF', 'U'}","{'F', 'X'}",0.513,0.939,1.002
"{'R', 'F', 'U'}","{'D', 'X', 'AF'}",0.513,0.861,0.996
"{'R', 'F', 'AF', 'U'}","{'D', 'X'}",0.513,0.94,1.0
"{'D', 'F', 'R', 'U'}","{'X', 'AF'}",0.513,0.904,1.012
"{'U', 'R', 'AF', 'F', 'D'}",{'X'},0.513,0.98,1.0
"{'R', 'X', 'AF'}","{'D', 'F', 'U'}",0.513,0.885,1.009
"{'D', 'X', 'R'}","{'F', 'AF', 'U'}",0.513,0.826,0.966
"{'D', 'R', 'AF', 'X'}","{'F', 'U'}",0.513,0.927,1.019
"{'R', 'F', 'X'}","{'D', 'AF', 'U'}",0.513,0.821,0.955
"{'R', 'F', 'AF', 'X'}","{'D', 'U'}",0.513,0.918,0.998
"{'D', 'F', 'R', 'X'}","{'AF', 'U'}",0.513,0.874,0.987
"{'R', 'X', 'AF', 'F', 'D'}",{'U'},0.513,0.962,1.012
"{'R', 'X', 'U'}","{'D', 'F', 'AF'}",0.513,0.836,0.983
"{'R', 'X', 'AF', 'U'}","{'D', 'F'}",0.513,0.926,1.017
"{'D', 'X', 'R', 'U'}","{'F', 'AF'}",0.513,0.875,0.994
"{'U', 'R', 'X', 'AF', 'D'}",{'F'},0.513,0.963,1.012
"{'R', 'F', 'U', 'X'}","{'D', 'AF'}",0.513,0.877,0.994
"{'U', 'R', 'X', 'AF', 'F'}",{'D'},0.513,0.959,1.001
"{'U', 'R', 'X', 'F', 'D'}",{'AF'},0.513,0.921,1.009
{'AB'},"{'U', 'X', 'F', 'D', 'AA'}",0.6,0.922,1.14
"{'AB', 'AA'}","{'F', 'X', 'U', 'D'}",0.6,0.97,1.122
"{'AB', 'D'}","{'F', 'X', 'AA', 'U'}",0.6,0.932,1.119
"{'AB', 'D', 'AA'}","{'F', 'X', 'U'}",0.6,0.978,1.092
"{'AB', 'F'}","{'D', 'X', 'AA', 'U'}",0.6,0.926,1.101
"{'AB', 'F', 'AA'}","{'D', 'X', 'U'}",0.6,0.975,1.082
"{'AB', 'D', 'F'}","{'X', 'AA', 'U'}",0.6,0.937,1.083
"{'AB', 'D', 'F', 'AA'}","{'X', 'U'}",0.6,0.983,1.055
"{'AB', 'U'}","{'F', 'X', 'AA', 'D'}",0.6,0.933,1.122
"{'AB', 'AA', 'U'}","{'F', 'X', 'D'}",0.6,0.98,1.093
"{'AB', 'D', 'U'}","{'F', 'X', 'AA'}",0.6,0.943,1.094
"{'AB', 'D', 'AA', 'U'}","{'F', 'X'}",0.6,0.987,1.054
"{'AB', 'F', 'U'}","{'D', 'X', 'AA'}",0.6,0.937,1.08
"{'AB', 'F', 'AA', 'U'}","{'D', 'X'}",0.6,0.985,1.048
"{'AB', 'D', 'F', 'U'}","{'X', 'AA'}",0.6,0.948,1.055
"{'AB', 'U', 'F', 'D', 'AA'}",{'X'},0.6,0.992,1.012
"{'AB', 'X'}","{'D', 'F', 'AA', 'U'}",0.6,0.932,1.137
"{'AB', 'X', 'AA'}","{'D', 'F', 'U'}",0.6,0.978,1.114
"{'AB', 'D', 'X'}","{'F', 'AA', 'U'}",0.6,0.942,1.116
"{'AB', 'D', 'X', 'AA'}","{'F', 'U'}",0.6,0.985,1.084
"{'AB', 'F', 'X'}","{'D', 'AA', 'U'}",0.6,0.937,1.092
"{'AB', 'F', 'AA', 'X'}","{'D', 'U'}",0.6,0.983,1.069
"{'AB', 'D', 'F', 'X'}","{'AA', 'U'}",0.6,0.946,1.073
"{'AB', 'X', 'F', 'D', 'AA'}",{'U'},0.6,0.99,1.041
"{'AB', 'X', 'U'}","{'D', 'F', 'AA'}",0.6,0.943,1.12
"{'AB', 'X', 'AA', 'U'}","{'D', 'F'}",0.6,0.987,1.085
"{'AB', 'D', 'X', 'U'}","{'F', 'AA'}",0.6,0.953,1.091
"{'AB', 'U', 'X', 'D', 'AA'}",{'F'},0.6,0.995,1.046
"{'AB', 'F', 'U', 'X'}","{'D', 'AA'}",0.6,0.948,1.072
"{'AB', 'U', 'X', 'F', 'AA'}",{'D'},0.6,0.992,1.036
"{'AB', 'U', 'X', 'F', 'D'}",{'AA'},0.6,0.958,1.046
{'AD'},"{'U', 'X', 'F', 'D', 'AA'}",0.697,0.886,1.095
"{'AD', 'AA'}","{'F', 'X', 'U', 'D'}",0.697,0.94,1.088
"{'AD', 'D'}","{'F', 'X', 'AA', 'U'}",0.697,0.903,1.085
"{'AD', 'AA', 'D'}","{'F', 'X', 'U'}",0.697,0.954,1.066
"{'AD', 'F'}","{'D', 'X', 'AA', 'U'}",0.697,0.909,1.081
"{'AD', 'F', 'AA'}","{'D', 'X', 'U'}",0.697,0.963,1.069
"{'D', 'F', 'AA'}","{'AD', 'X', 'U'}",0.697,0.827,1.086
"{'AD', 'F', 'D'}","{'X', 'AA', 'U'}",0.697,0.927,1.072
"{'AD', 'F', 'AA', 'D'}","{'X', 'U'}",0.697,0.978,1.049
"{'AD', 'U'}","{'F', 'X', 'AA', 'D'}",0.697,0.898,1.08
"{'AD', 'AA', 'U'}","{'F', 'X', 'D'}",0.697,0.95,1.06
"{'D', 'AA', 'U'}","{'F', 'AD', 'X'}",0.697,0.813,1.078
"{'AD', 'U', 'D'}","{'F', 'X', 'AA'}",0.697,0.915,1.061
"{'AD', 'U', 'AA', 'D'}","{'F', 'X'}",0.697,0.964,1.029
"{'F', 'AA', 'U'}","{'AD', 'X', 'D'}",0.697,0.826,1.089
"{'AD', 'F', 'U'}","{'D', 'X', 'AA'}",0.697,0.921,1.061
"{'AD', 'F', 'AA', 'U'}","{'D', 'X'}",0.697,0.973,1.036
"{'D', 'F', 'AA', 'U'}","{'AD', 'X'}",0.697,0.851,1.102
"{'AD', 'U', 'F', 'D'}","{'X', 'AA'}",0.697,0.938,1.044
"{'U', 'F', 'AD', 'AA', 'D'}",{'X'},0.697,0.987,1.008
"{'AD', 'X'}","{'D', 'F', 'AA', 'U'}",0.697,0.903,1.102
"{'AD', 'X', 'AA'}","{'D', 'F', 'U'}",0.697,0.956,1.09
"{'D', 'X', 'AA'}","{'AD', 'F', 'U'}",0.697,0.803,1.061
"{'AD', 'X', 'D'}","{'F', 'AA', 'U'}",0.697,0.919,1.089
"{'AD', 'X', 'AA', 'D'}","{'F', 'U'}",0.697,0.97,1.066
"{'F', 'AA', 'X'}","{'AD', 'U', 'D'}",0.697,0.809,1.061
"{'AD', 'F', 'X'}","{'D', 'AA', 'U'}",0.697,0.924,1.078
"{'AD', 'F', 'AA', 'X'}","{'D', 'U'}",0.697,0.977,1.063
"{'D', 'F', 'AA', 'X'}","{'AD', 'U'}",0.697,0.839,1.08
"{'AD', 'F', 'D', 'X'}","{'AA', 'U'}",0.697,0.941,1.068
"{'X', 'F', 'AD', 'AA', 'D'}",{'U'},0.697,0.991,1.042
"{'X', 'AA', 'U'}","{'AD', 'F', 'D'}",0.697,0.806,1.072
"{'AD', 'X', 'U'}","{'D', 'F', 'AA'}",0.697,0.915,1.086
"{'AD', 'X', 'AA', 'U'}","{'D', 'F'}",0.697,0.966,1.061
"{'D', 'X', 'AA', 'U'}","{'AD', 'F'}",0.697,0.829,1.081
"{'AD', 'U', 'X', 'D'}","{'F', 'AA'}",0.697,0.931,1.065
"{'U', 'X', 'AD', 'AA', 'D'}",{'F'},0.697,0.979,1.029
"{'F', 'AA', 'U', 'X'}","{'AD', 'D'}",0.697,0.837,1.085
"{'AD', 'F', 'U', 'X'}","{'D', 'AA'}",0.697,0.935,1.057
"{'U', 'X', 'F', 'AD', 'AA'}",{'D'},0.697,0.986,1.029
"{'D', 'F', 'U', 'X'}","{'AD', 'AA'}",0.697,0.807,1.088
"{'U', 'X', 'F', 'D', 'AA'}",{'AD'},0.697,0.862,1.095
"{'U', 'X', 'F', 'AD', 'D'}",{'AA'},0.697,0.952,1.039
{'AA'},"{'U', 'X', 'AF', 'F', 'D'}",0.771,0.842,1.031
{'AF'},"{'U', 'X', 'F', 'D', 'AA'}",0.771,0.845,1.044
"{'AF', 'AA'}","{'F', 'X', 'U', 'D'}",0.771,0.909,1.051
{'D'},"{'U', 'X', 'AF', 'F', 'AA'}",0.771,0.805,1.018
"{'D', 'AA'}","{'F', 'X', 'AF', 'U'}",0.771,0.872,1.036
"{'D', 'AF'}","{'F', 'X', 'AA', 'U'}",0.771,0.874,1.049
"{'AF', 'D', 'AA'}","{'F', 'X', 'U'}",0.771,0.934,1.044
{'F'},"{'U', 'X', 'AF', 'D', 'AA'}",0.771,0.81,1.02
"{'F', 'AA'}","{'D', 'X', 'AF', 'U'}",0.771,0.882,1.048
"{'F', 'AF'}","{'D', 'X', 'AA', 'U'}",0.771,0.876,1.04
"{'AF', 'F', 'AA'}","{'D', 'X', 'U'}",0.771,0.941,1.044
"{'D', 'F'}","{'X', 'AF', 'AA', 'U'}",0.771,0.847,1.042
"{'D', 'F', 'AA'}","{'X', 'AF', 'U'}",0.771,0.915,1.056
"{'D', 'F', 'AF'}","{'X', 'AA', 'U'}",0.771,0.907,1.048
"{'AF', 'D', 'F', 'AA'}","{'X', 'U'}",0.771,0.968,1.039
{'U'},"{'X', 'AF', 'F', 'D', 'AA'}",0.771,0.811,1.032
"{'AA', 'U'}","{'F', 'X', 'AF', 'D'}",0.771,0.874,1.045
"{'AF', 'U'}","{'F', 'X', 'AA', 'D'}",0.771,0.871,1.047
"{'AF', 'AA', 'U'}","{'F', 'X', 'D'}",0.771,0.93,1.037
"{'D', 'U'}","{'F', 'X', 'AF', 'AA'}",0.771,0.839,1.039
"{'D', 'AA', 'U'}","{'F', 'X', 'AF'}",0.771,0.899,1.038
"{'D', 'AF', 'U'}","{'F', 'X', 'AA'}",0.771,0.897,1.041
"{'AF', 'D', 'AA', 'U'}","{'F', 'X'}",0.771,0.953,1.017
"{'F', 'U'}","{'D', 'X', 'AF', 'AA'}",0.771,0.848,1.048
"{'F', 'AA', 'U'}","{'D', 'X', 'AF'}",0.771,0.913,1.057
"{'F', 'AF', 'U'}","{'D', 'X', 'AA'}",0.771,0.902,1.039
"{'AF', 'F', 'AA', 'U'}","{'D', 'X'}",0.771,0.962,1.024
"{'D', 'F', 'U'}","{'X', 'AF', 'AA'}",0.771,0.879,1.056
"{'D', 'F', 'AA', 'U'}","{'X', 'AF'}",0.771,0.94,1.053
"{'D', 'F', 'AF', 'U'}","{'X', 'AA'}",0.771,0.93,1.034
"{'U', 'AF', 'F', 'D', 'AA'}",{'X'},0.771,0.986,1.007
"{'X', 'AA'}","{'D', 'F', 'AF', 'U'}",0.771,0.858,1.034
"{'X', 'AF'}","{'D', 'F', 'AA', 'U'}",0.771,0.863,1.053
"{'AF', 'X', 'AA'}","{'D', 'F', 'U'}",0.771,0.927,1.056
"{'D', 'X'}","{'F', 'AF', 'AA', 'U'}",0.771,0.821,1.024
"{'D', 'X', 'AA'}","{'F', 'AF', 'U'}",0.771,0.888,1.039
"{'D', 'X', 'AF'}","{'F', 'AA', 'U'}",0.771,0.892,1.057
"{'AF', 'D', 'X', 'AA'}","{'F', 'U'}",0.771,0.953,1.048
"{'F', 'X'}","{'D', 'AF', 'AA', 'U'}",0.771,0.823,1.017
"{'F', 'AA', 'X'}","{'D', 'AF', 'U'}",0.771,0.894,1.041
"{'F', 'AF', 'X'}","{'D', 'AA', 'U'}",0.771,0.89,1.038
"{'AF', 'F', 'AA', 'X'}","{'D', 'U'}",0.771,0.955,1.039
"{'D', 'F', 'X'}","{'AF', 'AA', 'U'}",0.771,0.86,1.037
"{'D', 'F', 'AA', 'X'}","{'AF', 'U'}",0.771,0.927,1.047
"{'D', 'F', 'AF', 'X'}","{'AA', 'U'}",0.771,0.921,1.045
"{'X', 'AF', 'F', 'D', 'AA'}",{'U'},0.771,0.982,1.032
"{'X', 'U'}","{'D', 'F', 'AF', 'AA'}",0.771,0.827,1.039
"{'X', 'AA', 'U'}","{'D', 'F', 'AF'}",0.771,0.891,1.048
"{'X', 'AF', 'U'}","{'D', 'F', 'AA'}",0.771,0.89,1.056
"{'AF', 'X', 'AA', 'U'}","{'D', 'F'}",0.771,0.948,1.042
"{'D', 'X', 'U'}","{'F', 'AF', 'AA'}",0.771,0.856,1.044
"{'D', 'X', 'AA', 'U'}","{'F', 'AF'}",0.771,0.916,1.04
"{'D', 'X', 'AF', 'U'}","{'F', 'AA'}",0.771,0.916,1.048
"{'U', 'X', 'AF', 'D', 'AA'}",{'F'},0.771,0.971,1.02
"{'F', 'U', 'X'}","{'D', 'AF', 'AA'}",0.771,0.861,1.044
"{'F', 'AA', 'U', 'X'}","{'D', 'AF'}",0.771,0.926,1.049
"{'F', 'AF', 'U', 'X'}","{'D', 'AA'}",0.771,0.917,1.036
"{'U', 'X', 'AF', 'F', 'AA'}",{'D'},0.771,0.975,1.018
"{'D', 'F', 'U', 'X'}","{'AF', 'AA'}",0.771,0.892,1.051
"{'U', 'X', 'F', 'D', 'AA'}",{'AF'},0.771,0.953,1.044
"{'U', 'X', 'AF', 'F', 'D'}",{'AA'},0.771,0.944,1.031
"{'N', 'AA'}","{'F', 'X', 'U', 'D'}",0.557,0.854,0.987
"{'N', 'D'}","{'F', 'X', 'AA', 'U'}",0.557,0.804,0.965
"{'N', 'D', 'AA'}","{'F', 'X', 'U'}",0.557,0.894,0.999
"{'N', 'F'}","{'D', 'X', 'AA', 'U'}",0.557,0.808,0.96
"{'N', 'F', 'AA'}","{'D', 'X', 'U'}",0.557,0.904,1.004
"{'N', 'D', 'F'}","{'X', 'AA', 'U'}",0.557,0.857,0.99
"{'N', 'D', 'F', 'AA'}","{'X', 'U'}",0.557,0.95,1.019
"{'N', 'U'}","{'F', 'X', 'AA', 'D'}",0.557,0.815,0.98
"{'N', 'AA', 'U'}","{'F', 'X', 'D'}",0.557,0.901,1.005
"{'N', 'D', 'U'}","{'F', 'X', 'AA'}",0.557,0.851,0.987
"{'N', 'D', 'AA', 'U'}","{'F', 'X'}",0.557,0.935,0.998
"{'N', 'F', 'U'}","{'D', 'X', 'AA'}",0.557,0.861,0.991
"{'N', 'F', 'AA', 'U'}","{'D', 'X'}",0.557,0.951,1.012
"{'N', 'D', 'F', 'U'}","{'X', 'AA'}",0.557,0.902,1.003
"{'U', 'F', 'N', 'D', 'AA'}",{'X'},0.557,0.988,1.009
"{'N', 'X', 'AA'}","{'D', 'F', 'U'}",0.557,0.869,0.991
"{'N', 'D', 'X'}","{'F', 'AA', 'U'}",0.557,0.82,0.971
"{'N', 'D', 'X', 'AA'}","{'F', 'U'}",0.557,0.91,1.001
"{'N', 'F', 'X'}","{'D', 'AA', 'U'}",0.557,0.82,0.957
"{'N', 'F', 'AA', 'X'}","{'D', 'U'}",0.557,0.916,0.996
"{'N', 'D', 'F', 'X'}","{'AA', 'U'}",0.557,0.869,0.986
"{'X', 'F', 'N', 'D', 'AA'}",{'U'},0.557,0.961,1.011
"{'N', 'X', 'U'}","{'D', 'F', 'AA'}",0.557,0.832,0.987
"{'N', 'X', 'AA', 'U'}","{'D', 'F'}",0.557,0.917,1.008
"{'N', 'D', 'X', 'U'}","{'F', 'AA'}",0.557,0.869,0.994
"{'U', 'X', 'N', 'D', 'AA'}",{'F'},0.557,0.952,1.0
"{'N', 'F', 'U', 'X'}","{'D', 'AA'}",0.557,0.874,0.988
"{'U', 'X', 'F', 'N', 'AA'}",{'D'},0.557,0.962,1.004
"{'U', 'X', 'F', 'N', 'D'}",{'AA'},0.557,0.915,0.999
{'AB'},"{'U', 'X', 'F', 'AD', 'D'}",0.622,0.957,1.306
"{'AB', 'AD'}","{'F', 'X', 'U', 'D'}",0.622,0.963,1.113
"{'AB', 'D'}","{'F', 'AD', 'X', 'U'}",0.622,0.967,1.297
"{'AD', 'D'}","{'AB', 'F', 'X', 'U'}",0.622,0.805,1.273
"{'AB', 'AD', 'D'}","{'F', 'X', 'U'}",0.622,0.973,1.087
"{'AB', 'F'}","{'AD', 'X', 'U', 'D'}",0.622,0.961,1.283
"{'AD', 'F'}","{'AB', 'D', 'X', 'U'}",0.622,0.811,1.289
"{'AB', 'AD', 'F'}","{'D', 'X', 'U'}",0.622,0.967,1.073
"{'AB', 'D', 'F'}","{'AD', 'X', 'U'}",0.622,0.971,1.275
