antecedent,consequent,support,confidence,lift
"{'D', 'F', 'R', 'X'}",{'AF'},0.533,0.908,0.995
{'AA'},"{'F', 'X', 'U', 'D'}",0.809,0.884,1.022
{'D'},"{'F', 'X', 'AA', 'U'}",0.809,0.844,1.014
"{'D', 'AA'}","{'F', 'X', 'U'}",0.809,0.915,1.022
{'F'},"{'D', 'X', 'AA', 'U'}",0.809,0.85,1.01
"{'F', 'AA'}","{'D', 'X', 'U'}",0.809,0.926,1.028
"{'D', 'F'}","{'X', 'AA', 'U'}",0.809,0.889,1.028
"{'D', 'F', 'AA'}","{'X', 'U'}",0.809,0.96,1.031
{'U'},"{'F', 'X', 'AA', 'D'}",0.809,0.851,1.023
"{'AA', 'U'}","{'F', 'X', 'D'}",0.809,0.918,1.024
"{'D', 'U'}","{'F', 'X', 'AA'}",0.809,0.88,1.021
"{'D', 'AA', 'U'}","{'F', 'X'}",0.809,0.944,1.007
"{'F', 'U'}","{'D', 'X', 'AA'}",0.809,0.89,1.025
"{'F', 'AA', 'U'}","{'D', 'X'}",0.809,0.959,1.021
"{'D', 'F', 'U'}","{'X', 'AA'}",0.809,0.922,1.026
"{'D', 'F', 'AA', 'U'}",{'X'},0.809,0.987,1.007
{'X'},"{'D', 'F', 'AA', 'U'}",0.809,0.826,1.007
"{'X', 'AA'}","{'D', 'F', 'U'}",0.809,0.9,1.026
"{'D', 'X'}","{'F', 'AA', 'U'}",0.809,0.861,1.021
"{'D', 'X', 'AA'}","{'F', 'U'}",0.809,0.932,1.025
"{'F', 'X'}","{'D', 'AA', 'U'}",0.809,0.864,1.007
"{'F', 'AA', 'X'}","{'D', 'U'}",0.809,0.939,1.021
"{'D', 'F', 'X'}","{'AA', 'U'}",0.809,0.903,1.024
"{'D', 'F', 'AA', 'X'}",{'U'},0.809,0.973,1.023
"{'X', 'U'}","{'D', 'F', 'AA'}",0.809,0.869,1.031
"{'X', 'AA', 'U'}","{'D', 'F'}",0.809,0.935,1.028
"{'D', 'X', 'U'}","{'F', 'AA'}",0.809,0.898,1.028
"{'D', 'X', 'AA', 'U'}",{'F'},0.809,0.962,1.01
"{'F', 'U', 'X'}","{'D', 'AA'}",0.809,0.904,1.022
"{'F', 'AA', 'U', 'X'}",{'D'},0.809,0.972,1.014
"{'D', 'F', 'U', 'X'}",{'AA'},0.809,0.936,1.022
{'AB'},"{'F', 'X', 'U', 'D'}",0.626,0.963,1.114
"{'AB', 'D'}","{'F', 'X', 'U'}",0.626,0.973,1.087
"{'AB', 'F'}","{'D', 'X', 'U'}",0.626,0.967,1.073
"{'AB', 'D', 'F'}","{'X', 'U'}",0.626,0.978,1.05
"{'AB', 'U'}","{'F', 'X', 'D'}",0.626,0.974,1.087
"{'AB', 'D', 'U'}","{'F', 'X'}",0.626,0.985,1.051
"{'AB', 'F', 'U'}","{'D', 'X'}",0.626,0.979,1.042
"{'AB', 'D', 'F', 'U'}",{'X'},0.626,0.99,1.01
"{'AB', 'X'}","{'D', 'F', 'U'}",0.626,0.973,1.109
"{'AB', 'D', 'X'}","{'F', 'U'}",0.626,0.983,1.081
"{'AB', 'F', 'X'}","{'D', 'U'}",0.626,0.978,1.064
"{'AB', 'D', 'F', 'X'}",{'U'},0.626,0.988,1.039
"{'AB', 'X', 'U'}","{'D', 'F'}",0.626,0.985,1.083
"{'AB', 'D', 'X', 'U'}",{'F'},0.626,0.995,1.046
"{'AB', 'F', 'U', 'X'}",{'D'},0.626,0.99,1.033
{'AD'},"{'F', 'X', 'U', 'D'}",0.733,0.931,1.077
"{'AD', 'D'}","{'F', 'X', 'U'}",0.733,0.949,1.06
"{'AD', 'F'}","{'D', 'X', 'U'}",0.733,0.955,1.06
"{'D', 'F'}","{'AD', 'X', 'U'}",0.733,0.805,1.057
"{'AD', 'F', 'D'}","{'X', 'U'}",0.733,0.974,1.046
"{'AD', 'U'}","{'F', 'X', 'D'}",0.733,0.944,1.053
"{'AD', 'U', 'D'}","{'F', 'X'}",0.733,0.961,1.026
"{'F', 'U'}","{'AD', 'X', 'D'}",0.733,0.806,1.062
"{'AD', 'F', 'U'}","{'D', 'X'}",0.733,0.967,1.03
"{'D', 'F', 'U'}","{'AD', 'X'}",0.733,0.835,1.081
"{'AD', 'U', 'F', 'D'}",{'X'},0.733,0.986,1.006
"{'AD', 'X'}","{'D', 'F', 'U'}",0.733,0.949,1.081
"{'AD', 'X', 'D'}","{'F', 'U'}",0.733,0.966,1.062
"{'AD', 'F', 'X'}","{'D', 'U'}",0.733,0.971,1.056
"{'D', 'F', 'X'}","{'AD', 'U'}",0.733,0.817,1.053
"{'AD', 'F', 'D', 'X'}",{'U'},0.733,0.989,1.04
"{'AD', 'X', 'U'}","{'D', 'F'}",0.733,0.961,1.057
"{'D', 'X', 'U'}","{'AD', 'F'}",0.733,0.813,1.06
"{'AD', 'U', 'X', 'D'}",{'F'},0.733,0.978,1.028
"{'F', 'U', 'X'}","{'AD', 'D'}",0.733,0.818,1.06
"{'AD', 'F', 'U', 'X'}",{'D'},0.733,0.983,1.026
"{'D', 'F', 'U', 'X'}",{'AD'},0.733,0.847,1.077
{'AF'},"{'F', 'X', 'U', 'D'}",0.816,0.895,1.035
{'D'},"{'F', 'X', 'AF', 'U'}",0.816,0.852,1.013
"{'D', 'AF'}","{'F', 'X', 'U'}",0.816,0.925,1.034
{'F'},"{'D', 'X', 'AF', 'U'}",0.816,0.858,1.019
"{'F', 'AF'}","{'D', 'X', 'U'}",0.816,0.927,1.029
"{'D', 'F'}","{'X', 'AF', 'U'}",0.816,0.897,1.036
"{'D', 'F', 'AF'}","{'X', 'U'}",0.816,0.96,1.03
{'U'},"{'F', 'X', 'AF', 'D'}",0.816,0.858,1.025
"{'AF', 'U'}","{'F', 'X', 'D'}",0.816,0.922,1.029
"{'D', 'U'}","{'F', 'X', 'AF'}",0.816,0.888,1.026
"{'D', 'AF', 'U'}","{'F', 'X'}",0.816,0.95,1.014
"{'F', 'U'}","{'D', 'X', 'AF'}",0.816,0.898,1.039
"{'F', 'AF', 'U'}","{'D', 'X'}",0.816,0.955,1.016
"{'D', 'F', 'U'}","{'X', 'AF'}",0.816,0.93,1.042
"{'D', 'F', 'AF', 'U'}",{'X'},0.816,0.984,1.004
{'X'},"{'D', 'F', 'AF', 'U'}",0.816,0.833,1.004
"{'X', 'AF'}","{'D', 'F', 'U'}",0.816,0.914,1.042
"{'D', 'X'}","{'F', 'AF', 'U'}",0.816,0.869,1.016
"{'D', 'X', 'AF'}","{'F', 'U'}",0.816,0.945,1.039
"{'F', 'X'}","{'D', 'AF', 'U'}",0.816,0.871,1.014
"{'F', 'AF', 'X'}","{'D', 'U'}",0.816,0.943,1.026
"{'D', 'F', 'X'}","{'AF', 'U'}",0.816,0.911,1.029
"{'D', 'F', 'AF', 'X'}",{'U'},0.816,0.975,1.025
"{'X', 'U'}","{'D', 'F', 'AF'}",0.816,0.876,1.03
"{'X', 'AF', 'U'}","{'D', 'F'}",0.816,0.942,1.036
"{'D', 'X', 'U'}","{'F', 'AF'}",0.816,0.906,1.029
"{'D', 'X', 'AF', 'U'}",{'F'},0.816,0.97,1.019
"{'F', 'U', 'X'}","{'D', 'AF'}",0.816,0.912,1.034
"{'F', 'AF', 'U', 'X'}",{'D'},0.816,0.971,1.013
"{'D', 'F', 'U', 'X'}",{'AF'},0.816,0.944,1.035
{'N'},"{'F', 'X', 'U', 'D'}",0.608,0.831,0.961
"{'N', 'D'}","{'F', 'X', 'U'}",0.608,0.878,0.981
"{'N', 'F'}","{'D', 'X', 'U'}",0.608,0.883,0.98
"{'N', 'D', 'F'}","{'X', 'U'}",0.608,0.937,1.005
"{'N', 'U'}","{'F', 'X', 'D'}",0.608,0.891,0.993
"{'N', 'D', 'U'}","{'F', 'X'}",0.608,0.931,0.993
"{'N', 'F', 'U'}","{'D', 'X'}",0.608,0.941,1.002
"{'N', 'D', 'F', 'U'}",{'X'},0.608,0.986,1.006
"{'N', 'X'}","{'D', 'F', 'U'}",0.608,0.848,0.967
"{'N', 'D', 'X'}","{'F', 'U'}",0.608,0.896,0.985
"{'N', 'F', 'X'}","{'D', 'U'}",0.608,0.897,0.975
"{'N', 'D', 'F', 'X'}",{'U'},0.608,0.95,0.999
"{'N', 'X', 'U'}","{'D', 'F'}",0.608,0.909,0.999
"{'N', 'D', 'X', 'U'}",{'F'},0.608,0.949,0.998
"{'N', 'F', 'U', 'X'}",{'D'},0.608,0.956,0.997
{'AB'},"{'D', 'F', 'AA', 'U'}",0.604,0.929,1.134
"{'AB', 'AA'}","{'D', 'F', 'U'}",0.604,0.978,1.115
"{'AB', 'D'}","{'F', 'AA', 'U'}",0.604,0.94,1.113
"{'AB', 'D', 'AA'}","{'F', 'U'}",0.604,0.986,1.084
"{'AB', 'F'}","{'D', 'AA', 'U'}",0.604,0.934,1.089
"{'AB', 'F', 'AA'}","{'D', 'U'}",0.604,0.983,1.069
"{'AB', 'D', 'F'}","{'AA', 'U'}",0.604,0.944,1.071
"{'AB', 'D', 'F', 'AA'}",{'U'},0.604,0.99,1.041
"{'AB', 'U'}","{'D', 'F', 'AA'}",0.604,0.94,1.116
"{'AB', 'AA', 'U'}","{'D', 'F'}",0.604,0.987,1.085
"{'AB', 'D', 'U'}","{'F', 'AA'}",0.604,0.951,1.088
"{'AB', 'D', 'AA', 'U'}",{'F'},0.604,0.995,1.046
"{'AB', 'F', 'U'}","{'D', 'AA'}",0.604,0.945,1.068
"{'AB', 'F', 'AA', 'U'}",{'D'},0.604,0.992,1.036
"{'AB', 'D', 'F', 'U'}",{'AA'},0.604,0.955,1.043
{'AD'},"{'D', 'F', 'AA', 'U'}",0.706,0.897,1.095
"{'AD', 'AA'}","{'D', 'F', 'U'}",0.706,0.952,1.085
"{'AD', 'D'}","{'F', 'AA', 'U'}",0.706,0.915,1.084
"{'AD', 'AA', 'D'}","{'F', 'U'}",0.706,0.966,1.063
"{'F', 'AA'}","{'AD', 'U', 'D'}",0.706,0.808,1.06
"{'AD', 'F'}","{'D', 'AA', 'U'}",0.706,0.921,1.074
"{'AD', 'F', 'AA'}","{'D', 'U'}",0.706,0.976,1.061
"{'D', 'F', 'AA'}","{'AD', 'U'}",0.706,0.838,1.079
"{'AD', 'F', 'D'}","{'AA', 'U'}",0.706,0.939,1.065
"{'AD', 'F', 'AA', 'D'}",{'U'},0.706,0.99,1.041
"{'AA', 'U'}","{'AD', 'F', 'D'}",0.706,0.801,1.065
"{'AD', 'U'}","{'D', 'F', 'AA'}",0.706,0.91,1.079
"{'AD', 'AA', 'U'}","{'D', 'F'}",0.706,0.962,1.058
"{'D', 'AA', 'U'}","{'AD', 'F'}",0.706,0.823,1.074
"{'AD', 'U', 'D'}","{'F', 'AA'}",0.706,0.927,1.06
"{'AD', 'U', 'AA', 'D'}",{'F'},0.706,0.976,1.026
"{'F', 'AA', 'U'}","{'AD', 'D'}",0.706,0.837,1.084
"{'AD', 'F', 'U'}","{'D', 'AA'}",0.706,0.932,1.054
"{'AD', 'F', 'AA', 'U'}",{'D'},0.706,0.985,1.028
"{'D', 'F', 'U'}","{'AD', 'AA'}",0.706,0.805,1.085
"{'D', 'F', 'AA', 'U'}",{'AD'},0.706,0.861,1.095
"{'AD', 'U', 'F', 'D'}",{'AA'},0.706,0.95,1.037
{'AA'},"{'D', 'F', 'AF', 'U'}",0.782,0.853,1.029
{'AF'},"{'D', 'F', 'AA', 'U'}",0.782,0.857,1.045
"{'AF', 'AA'}","{'D', 'F', 'U'}",0.782,0.922,1.05
{'D'},"{'F', 'AF', 'AA', 'U'}",0.782,0.816,1.018
"{'D', 'AA'}","{'F', 'AF', 'U'}",0.782,0.883,1.033
"{'D', 'AF'}","{'F', 'AA', 'U'}",0.782,0.886,1.05
"{'AF', 'D', 'AA'}","{'F', 'U'}",0.782,0.947,1.042
{'F'},"{'D', 'AF', 'AA', 'U'}",0.782,0.821,1.015
"{'F', 'AA'}","{'D', 'AF', 'U'}",0.782,0.894,1.041
"{'F', 'AF'}","{'D', 'AA', 'U'}",0.782,0.888,1.035
"{'AF', 'F', 'AA'}","{'D', 'U'}",0.782,0.954,1.038
"{'D', 'F'}","{'AF', 'AA', 'U'}",0.782,0.859,1.036
"{'D', 'F', 'AA'}","{'AF', 'U'}",0.782,0.927,1.048
"{'D', 'F', 'AF'}","{'AA', 'U'}",0.782,0.919,1.042
"{'AF', 'D', 'F', 'AA'}",{'U'},0.782,0.982,1.032
{'U'},"{'D', 'F', 'AF', 'AA'}",0.782,0.822,1.032
"{'AA', 'U'}","{'D', 'F', 'AF'}",0.782,0.886,1.042
"{'AF', 'U'}","{'D', 'F', 'AA'}",0.782,0.883,1.048
"{'AF', 'AA', 'U'}","{'D', 'F'}",0.782,0.942,1.036
"{'D', 'U'}","{'F', 'AF', 'AA'}",0.782,0.85,1.038
"{'D', 'AA', 'U'}","{'F', 'AF'}",0.782,0.911,1.035
"{'D', 'AF', 'U'}","{'F', 'AA'}",0.782,0.91,1.041
"{'AF', 'D', 'AA', 'U'}",{'F'},0.782,0.966,1.015
"{'F', 'U'}","{'D', 'AF', 'AA'}",0.782,0.859,1.042
"{'F', 'AA', 'U'}","{'D', 'AF'}",0.782,0.926,1.05
"{'F', 'AF', 'U'}","{'D', 'AA'}",0.782,0.914,1.033
"{'AF', 'F', 'AA', 'U'}",{'D'},0.782,0.975,1.018
"{'D', 'F', 'U'}","{'AF', 'AA'}",0.782,0.891,1.05
"{'D', 'F', 'AA', 'U'}",{'AF'},0.782,0.953,1.045
"{'D', 'F', 'AF', 'U'}",{'AA'},0.782,0.942,1.029
"{'N', 'AA'}","{'D', 'F', 'U'}",0.563,0.864,0.984
"{'N', 'D'}","{'F', 'AA', 'U'}",0.563,0.813,0.963
"{'N', 'D', 'AA'}","{'F', 'U'}",0.563,0.904,0.995
"{'N', 'F'}","{'D', 'AA', 'U'}",0.563,0.817,0.953
"{'N', 'F', 'AA'}","{'D', 'U'}",0.563,0.915,0.995
"{'N', 'D', 'F'}","{'AA', 'U'}",0.563,0.867,0.983
"{'N', 'D', 'F', 'AA'}",{'U'},0.563,0.961,1.01
"{'N', 'U'}","{'D', 'F', 'AA'}",0.563,0.824,0.978
"{'N', 'AA', 'U'}","{'D', 'F'}",0.563,0.911,1.002
"{'N', 'D', 'U'}","{'F', 'AA'}",0.563,0.861,0.985
"{'N', 'D', 'AA', 'U'}",{'F'},0.563,0.946,0.994
"{'N', 'F', 'U'}","{'D', 'AA'}",0.563,0.871,0.984
"{'N', 'F', 'AA', 'U'}",{'D'},0.563,0.962,1.004
"{'N', 'D', 'F', 'U'}",{'AA'},0.563,0.912,0.996
{'AB'},"{'AD', 'F', 'U', 'D'}",0.628,0.966,1.3
"{'AB', 'AD'}","{'D', 'F', 'U'}",0.628,0.973,1.108
"{'AB', 'D'}","{'AD', 'F', 'U'}",0.628,0.977,1.29
"{'AD', 'D'}","{'AB', 'F', 'U'}",0.628,0.814,1.273
"{'AB', 'AD', 'D'}","{'F', 'U'}",0.628,0.983,1.081
"{'AB', 'F'}","{'AD', 'U', 'D'}",0.628,0.971,1.274
"{'AD', 'F'}","{'AB', 'D', 'U'}",0.628,0.82,1.29
"{'AB', 'AD', 'F'}","{'D', 'U'}",0.628,0.977,1.063
"{'AB', 'D', 'F'}","{'AD', 'U'}",0.628,0.982,1.265
"{'AD', 'F', 'D'}","{'AB', 'U'}",0.628,0.836,1.3
"{'AB', 'AD', 'F', 'D'}",{'U'},0.628,0.988,1.039
"{'AB', 'U'}","{'AD', 'F', 'D'}",0.628,0.978,1.3
"{'AD', 'U'}","{'AB', 'D', 'F'}",0.628,0.81,1.265
"{'AB', 'AD', 'U'}","{'D', 'F'}",0.628,0.984,1.082
"{'AB', 'D', 'U'}","{'AD', 'F'}",0.628,0.989,1.29
"{'AD', 'U', 'D'}","{'AB', 'F'}",0.628,0.825,1.274
"{'AB', 'AD', 'U', 'D'}",{'F'},0.628,0.995,1.046
"{'AB', 'F', 'U'}","{'AD', 'D'}",0.628,0.983,1.273
"{'AD', 'F', 'U'}","{'AB', 'D'}",0.628,0.83,1.29
"{'AB', 'AD', 'F', 'U'}",{'D'},0.628,0.989,1.032
"{'AB', 'D', 'F', 'U'}",{'AD'},0.628,0.993,1.263
"{'AD', 'U', 'F', 'D'}",{'AB'},0.628,0.845,1.3
{'AB'},"{'D', 'F', 'AF', 'U'}",0.633,0.973,1.173
"{'AB', 'AF'}","{'D', 'F', 'U'}",0.633,0.973,1.109
"{'AB', 'D'}","{'F', 'AF', 'U'}",0.633,0.984,1.15
"{'AB', 'D', 'AF'}","{'F', 'U'}",0.633,0.984,1.082
"{'AB', 'F'}","{'D', 'AF', 'U'}",0.633,0.977,1.137
"{'AB', 'F', 'AF'}","{'D', 'U'}",0.633,0.977,1.063
"{'AB', 'D', 'F'}","{'AF', 'U'}",0.633,0.988,1.116
"{'AB', 'D', 'F', 'AF'}",{'U'},0.633,0.988,1.039
"{'AB', 'U'}","{'D', 'F', 'AF'}",0.633,0.984,1.158
"{'AB', 'AF', 'U'}","{'D', 'F'}",0.633,0.984,1.082
"{'AB', 'D', 'U'}","{'F', 'AF'}",0.633,0.995,1.131
"{'AB', 'D', 'AF', 'U'}",{'F'},0.633,0.995,1.046
"{'AB', 'F', 'U'}","{'D', 'AF'}",0.633,0.989,1.121
"{'AB', 'F', 'AF', 'U'}",{'D'},0.633,0.989,1.032
"{'AB', 'D', 'F', 'U'}",{'AF'},0.633,1.0,1.096
{'AD'},"{'D', 'F', 'AF', 'U'}",0.741,0.942,1.136
{'AF'},"{'AD', 'F', 'U', 'D'}",0.741,0.813,1.094
"{'AD', 'AF'}","{'D', 'F', 'U'}",0.741,0.946,1.078
"{'AD', 'D'}","{'F', 'AF', 'U'}",0.741,0.96,1.123
"{'D', 'AF'}","{'AD', 'F', 'U'}",0.741,0.84,1.11
"{'AD', 'AF', 'D'}","{'F', 'U'}",0.741,0.963,1.059
"{'AD', 'F'}","{'D', 'AF', 'U'}",0.741,0.967,1.125
"{'F', 'AF'}","{'AD', 'U', 'D'}",0.741,0.842,1.105
"{'AD', 'F', 'AF'}","{'D', 'U'}",0.741,0.97,1.055
"{'D', 'F'}","{'AD', 'AF', 'U'}",0.741,0.815,1.054
"{'AD', 'F', 'D'}","{'AF', 'U'}",0.741,0.986,1.114
"{'D', 'F', 'AF'}","{'AD', 'U'}",0.741,0.872,1.123
"{'AD', 'F', 'AF', 'D'}",{'U'},0.741,0.988,1.039
"{'AD', 'U'}","{'D', 'F', 'AF'}",0.741,0.955,1.123
"{'AF', 'U'}","{'AD', 'F', 'D'}",0.741,0.838,1.114
"{'AD', 'AF', 'U'}","{'D', 'F'}",0.741,0.959,1.054
"{'D', 'U'}","{'AD', 'F', 'AF'}",0.741,0.807,1.055
"{'AD', 'U', 'D'}","{'F', 'AF'}",0.741,0.973,1.105
"{'D', 'AF', 'U'}","{'AD', 'F'}",0.741,0.863,1.125
"{'AD', 'U', 'AF', 'D'}",{'F'},0.741,0.976,1.025
"{'F', 'U'}","{'AD', 'AF', 'D'}",0.741,0.815,1.059
"{'AD', 'F', 'U'}","{'D', 'AF'}",0.741,0.979,1.11
"{'F', 'AF', 'U'}","{'AD', 'D'}",0.741,0.867,1.123
"{'AD', 'F', 'AF', 'U'}",{'D'},0.741,0.982,1.025
"{'D', 'F', 'U'}","{'AD', 'AF'}",0.741,0.845,1.078
"{'AD', 'U', 'F', 'D'}",{'AF'},0.741,0.998,1.094
"{'D', 'F', 'AF', 'U'}",{'AD'},0.741,0.894,1.136
"{'N', 'AF'}","{'D', 'F', 'U'}",0.571,0.883,1.007
"{'N', 'D'}","{'F', 'AF', 'U'}",0.571,0.825,0.965
"{'N', 'D', 'AF'}","{'F', 'U'}",0.571,0.923,1.015
"{'N', 'F'}","{'D', 'AF', 'U'}",0.571,0.829,0.965
"{'N', 'F', 'AF'}","{'D', 'U'}",0.571,0.921,1.002
"{'N', 'D', 'F'}","{'AF', 'U'}",0.571,0.879,0.994
"{'N', 'D', 'F', 'AF'}",{'U'},0.571,0.964,1.014
"{'N', 'U'}","{'D', 'F', 'AF'}",0.571,0.836,0.983
"{'N', 'AF', 'U'}","{'D', 'F'}",0.571,0.922,1.013
"{'N', 'D', 'U'}","{'F', 'AF'}",0.571,0.874,0.993
"{'N', 'D', 'AF', 'U'}",{'F'},0.571,0.958,1.007
"{'N', 'F', 'U'}","{'D', 'AF'}",0.571,0.883,1.001
"{'N', 'F', 'AF', 'U'}",{'D'},0.571,0.96,1.002
"{'N', 'D', 'F', 'U'}",{'AF'},0.571,0.926,1.015
{'AB'},"{'F', 'X', 'AA', 'D'}",0.605,0.931,1.12
"{'AB', 'AA'}","{'F', 'X', 'D'}",0.605,0.98,1.093
"{'AB', 'D'}","{'F', 'X', 'AA'}",0.605,0.941,1.092
"{'AB', 'D', 'AA'}","{'F', 'X'}",0.605,0.988,1.054
"{'AB', 'F'}","{'D', 'X', 'AA'}",0.605,0.935,1.078
"{'AB', 'F', 'AA'}","{'D', 'X'}",0.605,0.985,1.048
"{'AB', 'D', 'F'}","{'X', 'AA'}",0.605,0.946,1.052
"{'AB', 'D', 'F', 'AA'}",{'X'},0.605,0.992,1.013
"{'AB', 'X'}","{'D', 'F', 'AA'}",0.605,0.941,1.117
"{'AB', 'X', 'AA'}","{'D', 'F'}",0.605,0.988,1.085
"{'AB', 'D', 'X'}","{'F', 'AA'}",0.605,0.951,1.088
"{'AB', 'D', 'X', 'AA'}",{'F'},0.605,0.995,1.046
"{'AB', 'F', 'X'}","{'D', 'AA'}",0.605,0.946,1.069
"{'AB', 'F', 'AA', 'X'}",{'D'},0.605,0.992,1.036
"{'AB', 'D', 'F', 'X'}",{'AA'},0.605,0.955,1.043
{'AD'},"{'F', 'X', 'AA', 'D'}",0.704,0.894,1.076
"{'AD', 'AA'}","{'F', 'X', 'D'}",0.704,0.949,1.059
"{'AD', 'D'}","{'F', 'X', 'AA'}",0.704,0.912,1.057
"{'AD', 'AA', 'D'}","{'F', 'X'}",0.704,0.963,1.028
"{'F', 'AA'}","{'AD', 'X', 'D'}",0.704,0.805,1.062
"{'AD', 'F'}","{'D', 'X', 'AA'}",0.704,0.918,1.057
"{'AD', 'F', 'AA'}","{'D', 'X'}",0.704,0.972,1.035
"{'D', 'F', 'AA'}","{'AD', 'X'}",0.704,0.835,1.082
"{'AD', 'F', 'D'}","{'X', 'AA'}",0.704,0.936,1.041
"{'AD', 'F', 'AA', 'D'}",{'X'},0.704,0.987,1.007
"{'AD', 'X'}","{'D', 'F', 'AA'}",0.704,0.912,1.082
"{'AD', 'X', 'AA'}","{'D', 'F'}",0.704,0.965,1.061
"{'D', 'X', 'AA'}","{'AD', 'F'}",0.704,0.811,1.057
"{'AD', 'X', 'D'}","{'F', 'AA'}",0.704,0.928,1.062
"{'AD', 'X', 'AA', 'D'}",{'F'},0.704,0.979,1.028
"{'F', 'AA', 'X'}","{'AD', 'D'}",0.704,0.816,1.057
"{'AD', 'F', 'X'}","{'D', 'AA'}",0.704,0.933,1.055
"{'AD', 'F', 'AA', 'X'}",{'D'},0.704,0.986,1.029
"{'D', 'F', 'AA', 'X'}",{'AD'},0.704,0.846,1.076
"{'AD', 'F', 'D', 'X'}",{'AA'},0.704,0.95,1.037
{'AA'},"{'F', 'X', 'AF', 'D'}",0.785,0.857,1.024
{'AF'},"{'F', 'X', 'AA', 'D'}",0.785,0.861,1.035
"{'AF', 'AA'}","{'F', 'X', 'D'}",0.785,0.926,1.033
{'D'},"{'F', 'X', 'AF', 'AA'}",0.785,0.819,1.015
"{'D', 'AA'}","{'F', 'X', 'AF'}",0.785,0.887,1.025
"{'D', 'AF'}","{'F', 'X', 'AA'}",0.785,0.89,1.032
"{'AF', 'D', 'AA'}","{'F', 'X'}",0.785,0.951,1.015
{'F'},"{'D', 'X', 'AF', 'AA'}",0.785,0.825,1.019
"{'F', 'AA'}","{'D', 'X', 'AF'}",0.785,0.898,1.04
"{'F', 'AF'}","{'D', 'X', 'AA'}",0.785,0.892,1.027
"{'AF', 'F', 'AA'}","{'D', 'X'}",0.785,0.958,1.02
"{'D', 'F'}","{'X', 'AF', 'AA'}",0.785,0.863,1.038
"{'D', 'F', 'AA'}","{'X', 'AF'}",0.785,0.932,1.043
"{'D', 'F', 'AF'}","{'X', 'AA'}",0.785,0.923,1.027
"{'AF', 'D', 'F', 'AA'}",{'X'},0.785,0.986,1.006
{'X'},"{'D', 'F', 'AF', 'AA'}",0.785,0.801,1.006
"{'X', 'AA'}","{'D', 'F', 'AF'}",0.785,0.874,1.027
"{'X', 'AF'}","{'D', 'F', 'AA'}",0.785,0.879,1.043
"{'AF', 'X', 'AA'}","{'D', 'F'}",0.785,0.944,1.038
"{'D', 'X'}","{'F', 'AF', 'AA'}",0.785,0.836,1.02
"{'D', 'X', 'AA'}","{'F', 'AF'}",0.785,0.904,1.027
"{'D', 'X', 'AF'}","{'F', 'AA'}",0.785,0.909,1.04
"{'AF', 'D', 'X', 'AA'}",{'F'},0.785,0.97,1.019
"{'F', 'X'}","{'D', 'AF', 'AA'}",0.785,0.838,1.015
"{'F', 'AA', 'X'}","{'D', 'AF'}",0.785,0.911,1.032
"{'F', 'AF', 'X'}","{'D', 'AA'}",0.785,0.907,1.025
"{'AF', 'F', 'AA', 'X'}",{'D'},0.785,0.972,1.015
"{'D', 'F', 'X'}","{'AF', 'AA'}",0.785,0.876,1.033
"{'D', 'F', 'AA', 'X'}",{'AF'},0.785,0.944,1.035
"{'D', 'F', 'AF', 'X'}",{'AA'},0.785,0.938,1.024
"{'N', 'AA'}","{'F', 'X', 'D'}",0.579,0.888,0.991
"{'N', 'D'}","{'F', 'X', 'AA'}",0.579,0.836,0.969
"{'N', 'D', 'AA'}","{'F', 'X'}",0.579,0.93,0.993
"{'N', 'F'}","{'D', 'X', 'AA'}",0.579,0.84,0.968
"{'N', 'F', 'AA'}","{'D', 'X'}",0.579,0.941,1.001
"{'N', 'D', 'F'}","{'X', 'AA'}",0.579,0.891,0.992
"{'N', 'D', 'F', 'AA'}",{'X'},0.579,0.988,1.008
"{'N', 'X'}","{'D', 'F', 'AA'}",0.579,0.807,0.958
"{'N', 'X', 'AA'}","{'D', 'F'}",0.579,0.904,0.994
"{'N', 'D', 'X'}","{'F', 'AA'}",0.579,0.853,0.976
"{'N', 'D', 'X', 'AA'}",{'F'},0.579,0.947,0.995
"{'N', 'F', 'X'}","{'D', 'AA'}",0.579,0.853,0.965
"{'N', 'F', 'AA', 'X'}",{'D'},0.579,0.953,0.994
"{'N', 'D', 'F', 'X'}",{'AA'},0.579,0.904,0.987
{'AB'},"{'F', 'AD', 'X', 'D'}",0.63,0.968,1.307
{'AD'},"{'AB', 'F', 'X', 'D'}",0.63,0.8,1.263
"{'AB', 'AD'}","{'F', 'X', 'D'}",0.63,0.974,1.087
"{'AB', 'D'}","{'F', 'AD', 'X'}",0.63,0.979,1.298
"{'AD', 'D'}","{'AB', 'F', 'X'}",0.63,0.815,1.274
"{'AB', 'AD', 'D'}","{'F', 'X'}",0.63,0.985,1.052
"{'AB', 'F'}","{'AD', 'X', 'D'}",0.63,0.973,1.282
"{'AD', 'F'}","{'AB', 'D', 'X'}",0.63,0.821,1.29
"{'AB', 'AD', 'F'}","{'D', 'X'}",0.63,0.979,1.042
"{'AB', 'D', 'F'}","{'AD', 'X'}",0.63,0.983,1.274
"{'AD', 'F', 'D'}","{'AB', 'X'}",0.63,0.837,1.302
"{'AB', 'AD', 'F', 'D'}",{'X'},0.63,0.99,1.01
"{'AB', 'X'}","{'AD', 'F', 'D'}",0.63,0.979,1.302
"{'AD', 'X'}","{'AB', 'D', 'F'}",0.63,0.815,1.274
